park_name,scientific_name,category,common_names,conservation_status,observations
Yosemite,Madia elegans ssp. vernalis,Vascular Plant,Spring Madia,Least concern,165
Yosemite,Madia exigua,Vascular Plant,Small Tarweed,Least concern,142
Yosemite,Madia glomerata,Vascular Plant,Cluster Tarweed,Least concern,137
Yosemite,Madia gracilis,Vascular Plant,Grassy Tarweed,Least concern,170
Yosemite,Madia minima,Vascular Plant,Least Tarweed,Least concern,170
Yosemite,Madia yosemitana,Vascular Plant,Yosemite Tarweed,Least concern,162
Yosemite,Magnolia acuminata,Vascular Plant,Cucumber Magnolia,Least concern,150
Yosemite,Magnolia fraseri,Vascular Plant,Fraser Magnolia,Least concern,161
Yosemite,Magnolia grandiflora,Vascular Plant,Large-Flower Magnolia,Least concern,152
Yosemite,Magnolia macrophylla,Vascular Plant,Bigleaf Magnolia,Least concern,156
Yosemite,Magnolia tripetala,Vascular Plant,Umbrella Magnolia,Least concern,166
Yosemite,Mahonia bealei,Vascular Plant,Chinese Mahonia,Least concern,163
Yosemite,Mahonia repens,Vascular Plant,Creeping Barberry,Least concern,188
Yosemite,Maianthemum canadense,Vascular Plant,Canada Mayflower,Least concern,161
Yosemite,Maianthemum racemosum ssp. racemosum,Vascular Plant,Feather Solomon's Seal,Least concern,186
Yosemite,Maianthemum stellatum,Vascular Plant,False Solomon's Seal,Least concern,157
Yosemite,Malacothrix floccifera,Vascular Plant,Woolly Desertdandelion,Least concern,147
Yosemite,Malaxis unifolia,Vascular Plant,Adder's Mouth,Least concern,146
Yosemite,Malus angustifolia,Vascular Plant,Narrowleaf Crabapple,Least concern,133
Yosemite,Malus coronaria,Vascular Plant,Northern Crabapple,Least concern,143
Yosemite,Malus pumila,Vascular Plant,Apple,Least concern,257
Yosemite,Malva moschata,Vascular Plant,Musk Mallow,Least concern,170
Yosemite,Malva neglecta,Vascular Plant,Common Mallow,Least concern,281
Yosemite,Malva nicaeensis,Vascular Plant,Bull Mallow,Least concern,150
Yosemite,Malva parviflora,Vascular Plant,Cheeseweed,Least concern,140
Yosemite,Malva pusilla,Vascular Plant,Low Mallow,Least concern,152
Yosemite,Malva sylvestris,Vascular Plant,High Cheeseweed,Least concern,141
Yosemite,Manfreda virginica,Vascular Plant,False Aloe,Least concern,109
Yosemite,Marah fabaceus,Vascular Plant,California Manroot,Least concern,133
Yosemite,Marah horridus,Vascular Plant,Sierra Manroot,Least concern,129
Yosemite,Marah watsonii,Vascular Plant,Taw Manroot,Least concern,130
Yosemite,Marmota flaviventris,Mammal,Yellow-Bellied Marmot,Least concern,143
Yosemite,Marmota monax,Mammal,Woodchuck,Least concern,164
Yosemite,Marrubium vulgare,Vascular Plant,Horehound,Least concern,322
Yosemite,Marsilea vestita ssp. vestita,Vascular Plant,Hairy Pepperwort,Least concern,141
Yosemite,Martes americana,Mammal,Pine Marten,Least concern,316
Yosemite,Martes pennanti,Mammal,Fisher,Least concern,153
Yosemite,Masticophis lateralis lateralis,Reptile,California Striped Racer,Least concern,174
Yosemite,Matelea gonocarpos,Vascular Plant,Angular-Fruited Milkvine,Least concern,155
Yosemite,Matelea obliqua,Vascular Plant,Climbing Milkvine,Least concern,118
Yosemite,Matricaria discoidea,Vascular Plant,Disc Mayweed,Least concern,108
Yosemite,Matricaria matricarioides,Vascular Plant,Disc Mayweed,Least concern,146
Yosemite,Mazus miquelii,Vascular Plant,Mazus,Least concern,148
Yosemite,Mazus pumilus,Vascular Plant,Mazus,Least concern,161
Yosemite,Medeola virginiana,Vascular Plant,Indian Cucumber,Least concern,175
Yosemite,Medicago lupulina,Vascular Plant,Black Medic,Least concern,283
Yosemite,Medicago polymorpha,Vascular Plant,Bur Clover,Least concern,125
Yosemite,Medicago sativa,Vascular Plant,Alfalfa,Least concern,134
Yosemite,Megaceryle alcyon,Bird,Belted Kingfisher,Least concern,159
Yosemite,Megascops asio,Bird,Eastern Screech Owl,Least concern,306
Yosemite,Megascops kennicottii,Bird,Western Screech-Owl,Least concern,161
Yosemite,Melampyrum lineare,Vascular Plant,Cow Wheat,Least concern,126
Yosemite,Melanerpes carolinus,Bird,Red-Bellied Woodpecker,Least concern,117
Yosemite,Melanerpes erythrocephalus,Bird,Red-Headed Woodpecker,Least concern,196
Yosemite,Melanerpes formicivorus,Bird,Acorn Woodpecker,Least concern,118
Yosemite,Melanerpes lewis,Bird,Lewis' Woodpecker,Least concern,289
Yosemite,Melanitta deglandi,Bird,White-Winged Scoter,Least concern,132
Yosemite,Melanitta fusca,Bird,White-Winged Scoter,Least concern,145
Yosemite,Melanitta nigra,Bird,Black Scoter,Least concern,152
Yosemite,Melanitta perspicillata,Bird,Surf Scoter,Least concern,191
Yosemite,Melanthium latifolium,Vascular Plant,Bunch-Flower,Least concern,167
Yosemite,Melanthium parviflorum,Vascular Plant,Small-Flowered False Hellebore,Least concern,118
Yosemite,Meleagris gallopavo,Bird,Wild Turkey,Least concern,162
Yosemite,Melica aristata,Vascular Plant,Bearded Melicgrass,Least concern,158
Yosemite,Melica bulbosa,Vascular Plant,Bulbous Oniongrass,Least concern,126
Yosemite,Melica californica,Vascular Plant,California Melicgrass,Least concern,121
Yosemite,Melica harfordii,Vascular Plant,Harford's Oniongrass,Least concern,140
Yosemite,Melica imperfecta,Vascular Plant,Smallflower Melicgrass,Least concern,126
Yosemite,Melica mutica,Vascular Plant,Narrow Melic Grass,Least concern,135
Yosemite,Melica spectabilis,Vascular Plant,Purple Oniongrass,Least concern,144
Yosemite,Melica stricta,Vascular Plant,Rock Melicgrass,Least concern,146
Yosemite,Melica subulata,Vascular Plant,Alaska Oniongrass,Least concern,129
Yosemite,Melilotus alba,Vascular Plant,White Sweetclover,Least concern,136
Yosemite,Melilotus albus,Vascular Plant,White Sweet-Clover,Least concern,239
Yosemite,Melilotus indica,Vascular Plant,Sourclover,Least concern,148
Yosemite,Melilotus officinalis,Vascular Plant,Yellow Sweet-Clover,Least concern,319
Yosemite,Melissa officinalis,Vascular Plant,Common Balm,Least concern,160
Yosemite,Melospiza georgiana,Bird,Swamp Sparrow,Least concern,134
Yosemite,Melospiza lincolnii,Bird,Lincoln's Sparrow,Species of Concern,164
Yosemite,Melospiza melodia,Bird,Song Sparrow,Least concern,144
Yosemite,Melothria pendula,Vascular Plant,Creeping Cucumber,Least concern,171
Yosemite,Melozone crissalis,Bird,California Towhee,Least concern,144
Yosemite,Menispermum canadense,Vascular Plant,Canada Moonseed,Least concern,157
Yosemite,Mentha X gracilis,Vascular Plant,Mint,Least concern,140
Yosemite,Mentha X piperita,Vascular Plant,Peppermint,Least concern,149
Yosemite,Mentha arvensis,Vascular Plant,Corn Mint,Least concern,278
Yosemite,Mentha spicata,Vascular Plant,Spearmint,Least concern,152
Yosemite,Mentha suaveolens,Vascular Plant,Apple Mint,Least concern,164
Yosemite,Mentzelia albicaulis,Vascular Plant,White Blazingstar,Least concern,121
Yosemite,Mentzelia crocea,Vascular Plant,Sierra Blazingstar,Least concern,155
Yosemite,Mentzelia decapetala,Vascular Plant,Evening Starflower,Least concern,131
Yosemite,Mentzelia dispersa,Vascular Plant,Bushy Blazingstar,Least concern,127
Yosemite,Mentzelia laevicaulis var. laevicaulis,Vascular Plant,Smoothstem Blazingstar,Least concern,123
Yosemite,Mentzelia lindleyi,Vascular Plant,Lindley's Blazingstar,Least concern,111
Yosemite,Mentzelia montana,Vascular Plant,Mountain Blazingstar,Least concern,173
Yosemite,Menyanthes trifoliata,Vascular Plant,Bog-Bean,Least concern,143
Yosemite,Menziesia pilosa,Vascular Plant,Minniebush,Least concern,140
Yosemite,Mephitis mephitis,Mammal,Striped Skunk,Least concern,141
Yosemite,Mergus merganser,Bird,Common Merganser,Least concern,145
Yosemite,Mergus serrator,Bird,Red-Breasted Merganser,Least concern,144
Yosemite,Mertensia alpina,Vascular Plant,Alpine Bluebells,Least concern,106
Yosemite,Mertensia ciliata,Vascular Plant,Mountain Bluebells,Least concern,129
Yosemite,Mertensia ciliata var. ciliata,Vascular Plant,Tall Fringe Bluebells,Least concern,140
Yosemite,Mertensia oblongifolia,Vascular Plant,Languid-Lady,Least concern,156
Yosemite,Mertensia virginica,Vascular Plant,Virginia Bluebell,Least concern,171
Yosemite,Micropterus dolomieu,Fish,Smallmouth Bass,Least concern,117
Yosemite,Micropterus punctulatus,Fish,Spotted Bass,Least concern,145
Yosemite,Micropterus salmoides,Fish,Largemouth Bass,Least concern,181
Yosemite,Micropus californicus var. californicus,Vascular Plant,Q-Tips,Least concern,183
Yosemite,Microseris nutans,Vascular Plant,Nodding Microseris,Least concern,155
Yosemite,Microstegium vimineum,Vascular Plant,Microstegium,Least concern,148
Yosemite,Microsteris gracilis var. humilior,Vascular Plant,Slender Phlox,Least concern,129
Yosemite,Microthlaspi perfoliatum,Vascular Plant,Claspleaf Pennycress,Least concern,127
Yosemite,Microtus californicus,Mammal,California Meadow Mouse,Least concern,165
Yosemite,Microtus chrotorrhinus,Mammal,Rock Vole,Least concern,158
Yosemite,Microtus longicaudus,Mammal,Coronation Island Vole,Least concern,247
Yosemite,Microtus montanus,Mammal,Montane Vole,Least concern,158
Yosemite,Microtus pennsylvanicus,Mammal,Meadow Vole,Least concern,156
Yosemite,Microtus pinetorum,Mammal,Woodland Vole,Least concern,159
Yosemite,Microtus richardsoni,Mammal,Richardson Water Vole,Least concern,107
Yosemite,Mielichhoferia mielichhoferiana,Nonvascular Plant,Mielichhof's Copper Moss,Least concern,150
Yosemite,Milium effusum,Vascular Plant,Millet-Grass,Least concern,142
Yosemite,Mimosa microphylla,Vascular Plant,Littleleaf Sensitive-Briar,Least concern,168
Yosemite,Mimosa quadrivalvis var. angustata,Vascular Plant,Little-Leaf Sensitive-Briars,Least concern,156
Yosemite,Mimulus alatus,Vascular Plant,Sharp-Wing Monkeyflower,Least concern,183
Yosemite,Mimulus angustatus,Vascular Plant,Purplelip Pansy Monkeyflower,Least concern,146
Yosemite,Mimulus bicolor,Vascular Plant,Yellow And White Monkeyflower,Least concern,136
Yosemite,Mimulus bolanderi,Vascular Plant,Bolander's Monkeyflower,Least concern,140
Yosemite,Mimulus breweri,Vascular Plant,Brewer's Monkeyflower,Least concern,113
Yosemite,Mimulus cardinalis,Vascular Plant,Crimson Monkeyflower,Least concern,152
Yosemite,Mimulus congdonii,Vascular Plant,Congdon's Monkeyflower,Least concern,131
Yosemite,Mimulus douglasii,Vascular Plant,Brownies,Least concern,151
Yosemite,Mimulus filicaulis,Vascular Plant,Hetch Hetchy Monkey-Flower,Species of Concern,119
Yosemite,Mimulus floribundus,Vascular Plant,Floriferous Monkeyflower,Least concern,176
Yosemite,Mimulus guttatus,Vascular Plant,Common Monkeyflower,Least concern,148
Yosemite,Mimulus inconspicuus,Vascular Plant,Smallflower Monkeyflower,Least concern,124
Yosemite,Mimulus kelloggii,Vascular Plant,Kellogg's Monkeyflower,Least concern,143
Yosemite,Mimulus laciniatus,Vascular Plant,Cutleaf Monkeyflower,Least concern,165
Yosemite,Mimulus layneae,Vascular Plant,Layne's Monkeyflower,Least concern,148
Yosemite,Mimulus leptaleus,Vascular Plant,Least Monkeyflower,Least concern,168
Yosemite,Mimulus lewisii,Vascular Plant,Lewis' Monkeyflower,Least concern,163
Yosemite,Mimulus mephiticus,Vascular Plant,Foul Odor Monkeyflower,Least concern,147
Yosemite,Mimulus montioides,Vascular Plant,Mointain Monkeyflower,Least concern,135
Yosemite,Mimulus moschatus,Vascular Plant,Musk Monkeyflower,Least concern,139
Yosemite,Mimulus nanus,Vascular Plant,Dwarf Purple Monkeyflower,Least concern,169
Yosemite,Mimulus palmeri,Vascular Plant,Palmer's Monkeyflower,Least concern,179
Yosemite,Mimulus patulus,Vascular Plant,Stalk-Leaved Monkey-Flower,Species of Concern,119
Yosemite,Mimulus pilosus,Vascular Plant,False Monkeyflower,Least concern,107
Yosemite,Mimulus primuloides,Vascular Plant,Primrose Monkeyflower,Least concern,146
Yosemite,Mimulus pulchellus,Vascular Plant,Yellowlip Pansy Monkeyflower,Least concern,161
Yosemite,Mimulus pulsiferae,Vascular Plant,Candelabrum Monkeyflower,Least concern,129
Yosemite,Mimulus ringens,Vascular Plant,Monkey Flower,Least concern,168
Yosemite,Mimulus rubellus,Vascular Plant,Little Redstem Monkeyflower,Least concern,164
Yosemite,Mimulus suksdorfii,Vascular Plant,Miniature Monkey-Flower,Least concern,119
Yosemite,Mimulus tilingii,Vascular Plant,Subalpine Monkeyflower,Least concern,178
Yosemite,Mimulus torreyi,Vascular Plant,Torrey's Monkeyflower,Least concern,128
Yosemite,Mimulus viscidus,Vascular Plant,Sticky Monkeyflower,Least concern,192
Yosemite,Mimus polyglottos,Bird,Mockingbird,Least concern,292
Yosemite,Minuartia austromontana,Vascular Plant,Columbian Stitchwort,Least concern,149
Yosemite,Minuartia californica,Vascular Plant,California Sandwort,Least concern,143
Yosemite,Minuartia douglasii,Vascular Plant,Douglas' Stitchwort,Least concern,140
Yosemite,Minuartia nuttallii,Vascular Plant,Nuttall's Sandwort,Least concern,125
Yosemite,Minuartia nuttallii ssp. gracilis,Vascular Plant,Brittle Sandwort,Least concern,143
Yosemite,Minuartia obtusiloba,Vascular Plant,Alpine Sandwort,Least concern,196
Yosemite,Minuartia pusilla,Vascular Plant,Annual Sandwort,Least concern,147
Yosemite,Minuartia rubella,Vascular Plant,Beautiful Sandwort,Least concern,153
Yosemite,Minuartia stricta,Vascular Plant,Bog Stitchwort,Least concern,135
Yosemite,Mirabilis jalapa,Vascular Plant,Common Four-O'Clock,Least concern,140
Yosemite,Mirabilis linearis,Vascular Plant,Four O'Clock,Least concern,139
Yosemite,Miscanthus sinensis,Vascular Plant,Miscanthus,Least concern,133
Yosemite,Mitchella repens,Vascular Plant,Partridgeberry,Least concern,122
Yosemite,Mitella breweri,Vascular Plant,Brewer's Miterwort,Least concern,158
Yosemite,Mitella diphylla,Vascular Plant,Bishop's Cap,Least concern,157
Yosemite,Mitella pentandra,Vascular Plant,Fivestamen Miterwort,Least concern,169
Yosemite,Mitella stauropetala,Vascular Plant,Side-Flower Miterwort,Least concern,154
Yosemite,Mniotilta varia,Bird,Black-And-White Warbler,Least concern,166
Yosemite,Mnium carolinianum,Nonvascular Plant,Carolina Mnium,Least concern,113
Yosemite,Mnium hornum,Nonvascular Plant,Horn Calcareous Moss,Least concern,134
Yosemite,Mnium marginatum,Nonvascular Plant,Olivegreen Calcareous Moss,Least concern,138
Yosemite,Mnium stellare,Nonvascular Plant,Stellar Calcareous Moss,Least concern,147
Yosemite,Mnium thomsonii,Nonvascular Plant,Thomson's Calcareous Moss,Least concern,139
Yosemite,Moehringia lateriflora,Vascular Plant,Blunt-Leaf Grove-Sandwort,Least concern,139
Yosemite,Mollugo verticillata,Vascular Plant,Carpet-Weed,Least concern,279
Yosemite,Molothrus ater,Bird,Brown-Headed Cowbird,Least concern,133
Yosemite,Monarda clinopodia,Vascular Plant,Basal Bee-Balm,Least concern,123
Yosemite,Monarda didyma,Vascular Plant,Bee-Balm,Least concern,129
Yosemite,Monarda fistulosa,Vascular Plant,Wild Bergamot Bee-Balm,Least concern,163
Yosemite,Monarda fistulosa var. menthifolia,Vascular Plant,Mintleaf Bergamot,Least concern,131
Yosemite,Monarda media,Vascular Plant,Purple Bee-Balm,Least concern,138
Yosemite,Monarda punctata,Vascular Plant,Bee-Balm,Least concern,178
Yosemite,Monardella glauca,Vascular Plant,Blue Monardella,Least concern,151
Yosemite,Monardella lanceolata,Vascular Plant,Mustang Mint,Least concern,126
Yosemite,Monardella odoratissima ssp. pallida,Vascular Plant,Alpine Mountainbalm,Least concern,147
Yosemite,Monardella sheltonii,Vascular Plant,Shelton's Monardella,Least concern,139
Yosemite,Moneses uniflora,Vascular Plant,One-Flowered Shinleaf,Least concern,161
Yosemite,Monolepis nuttalliana,Vascular Plant,Nuttall's Monolepis,Least concern,151
Yosemite,Monolepis spathulata,Vascular Plant,Beaver Monolepis,Least concern,167
Yosemite,Monolopia major,Vascular Plant,Cupped Monolopia,Least concern,130
Yosemite,Monotropa hypopithys,Vascular Plant,American Pinesap,Least concern,277
Yosemite,Monotropa uniflora,Vascular Plant,Indian Pipe,Species of Concern,129
Yosemite,Monotropsis odorata,Vascular Plant,Sweet Pinesap,Species of Concern,104
Yosemite,Monroa squarrosa,Vascular Plant,False Buffalo Grass,Least concern,130
Yosemite,Montia chamissoi,Vascular Plant,Toadlily,Least concern,140
Yosemite,Montia fontana,Vascular Plant,Annual Water Minerslettuce,Least concern,146
Yosemite,Montia linearis,Vascular Plant,Narrowleaf Indianlettuce,Least concern,167
Yosemite,Montia parvifolia,Vascular Plant,Littleleaf Minerslettuce,Least concern,169
Yosemite,Morone chrysops,Fish,White Bass,Least concern,111
Yosemite,Morus alba,Vascular Plant,White Mulberry,Least concern,161
Yosemite,Morus rubra,Vascular Plant,Red Mulberry,Least concern,159
Yosemite,Moxostoma carinatum,Fish,River Redhorse,Least concern,156
Yosemite,Moxostoma duquesnei,Fish,Black Redhorse,Least concern,154
Yosemite,Moxostoma erythrurum,Fish,Golden Redhorse,Least concern,185
Yosemite,Moxostoma macrolepidotum,Fish,Shorthead Redhorse,Least concern,146
Yosemite,Muhlenbergia andina,Vascular Plant,Foxtail Muhly,Least concern,132
Yosemite,Muhlenbergia asperifolia,Vascular Plant,Alkali Muhly,Least concern,130
Yosemite,Muhlenbergia capillaris,Vascular Plant,Hairawn Muhly,Least concern,171
Yosemite,Muhlenbergia filiformis,Vascular Plant,Pullup Muhly,Least concern,136
Yosemite,Muhlenbergia frondosa,Vascular Plant,Muhly,Least concern,171
Yosemite,Muhlenbergia glomerata,Vascular Plant,Bristly Muhly,Least concern,166
Yosemite,Muhlenbergia mexicana,Vascular Plant,Mexican Muhly,Least concern,149
Yosemite,Muhlenbergia minutissima,Vascular Plant,Annual Muhly,Least concern,143
Yosemite,Muhlenbergia montana,Vascular Plant,Mountain Muhly,Least concern,139
Yosemite,Muhlenbergia richardsonis,Vascular Plant,Mat Muhly,Least concern,141
Yosemite,Muhlenbergia rigens,Vascular Plant,Deer Muhly,Least concern,165
Yosemite,Muhlenbergia schreberi,Vascular Plant,Drop-Seed,Least concern,271
Yosemite,Muhlenbergia sylvatica,Vascular Plant,Woodland Muhly,Least concern,129
Yosemite,Muhlenbergia tenuiflora,Vascular Plant,Muhly,Least concern,160
Yosemite,Murdannia keisak,Vascular Plant,Aneilema,Least concern,174
Yosemite,Mus musculus,Mammal,House Mouse,Least concern,144
Yosemite,Muscari botryoides,Vascular Plant,Common Grape-Hyacinth,Least concern,96
Yosemite,Muscari comosum,Vascular Plant,Tassel Grapehyacinth,Least concern,137
Yosemite,Musineon divaricatum,Vascular Plant,Leafy Musineon,Least concern,150
Yosemite,Mustela,Mammal,Mink,Least concern,130
Yosemite,Mustela erminea,Mammal,Ermine,Least concern,303
Yosemite,Mustela frenata,Mammal,Long-Tailed Weasel,Least concern,123
Yosemite,Mustela nivalis,Mammal,Least Weasel,Least concern,155
Yosemite,Mustela vison,Mammal,Mink,Least concern,322
Yosemite,Myadestes townsendi,Bird,Townsend's Solitaire,Least concern,148
Yosemite,Mycteria americana,Bird,Wood Stork,Least concern,175
Yosemite,Myiarchus cinerascens,Bird,Ash-Throated Flycatcher,Least concern,137
Yosemite,Myiarchus crinitus,Bird,Great Crested Flycatcher,Least concern,149
Yosemite,Myioborus pictus,Bird,Painted Redstart,Least concern,146
Yosemite,Mylopharodon conocephalus,Fish,Hardhead,Least concern,176
Yosemite,Myosotis laxa,Vascular Plant,Bay Forget Me Not,Least concern,134
Yosemite,Myosotis macrosperma,Vascular Plant,Large-Seeded Forget-Me-Not,Least concern,141
Yosemite,Myosotis scorpioides,Vascular Plant,Forget-Me-Not,Least concern,149
Yosemite,Myosotis stricta,Vascular Plant,Strict Forget Me Not,Least concern,162
Yosemite,Myosotis verna,Vascular Plant,Early Forget-Me-Not,Least concern,169
Yosemite,Myosurus apetalus var. borealis,Vascular Plant,Bristly Mousetail,Least concern,178
Yosemite,Myosurus apetalus var. montanus,Vascular Plant,Bristly Mousetail,Least concern,137
Yosemite,Myotis austroriparius,Mammal,Mississippi Myotis,Species of Concern,116
Yosemite,Myotis californicus,Mammal,California Myotis,Species of Concern,281
Yosemite,Myotis ciliolabrum,Mammal,Small-Footed Myotis,Least concern,258
Yosemite,Myotis evotis,Mammal,Long-Eared Myotis,Species of Concern,151
Yosemite,Myotis grisescens,Mammal,Gray Myotis,Endangered,39
Yosemite,Myotis keenii,Mammal,Keen's Myotis,Species of Concern,144
Yosemite,Myotis leibii,Mammal,Eastern Small-Footed Bat,Species of Concern,132
Yosemite,Myotis lucifugus,Mammal,Little Brown Bat,Species of Concern,396
Yosemite,Myotis septentrionalis,Mammal,Northern Long-Eared Bat,Threatened,73
Yosemite,Myotis sodalis,Mammal,Indiana Bat,Endangered,36
Yosemite,Myotis thysanodes,Mammal,Fringed Myotis,Species of Concern,116
Yosemite,Myotis volans,Mammal,Long-Legged Myotis,Species of Concern,145
Yosemite,Myotis yumanensis,Mammal,Yuma Myotis,Species of Concern,169
Yosemite,Myrica hartwegii,Vascular Plant,Sierra Bayberry,Least concern,146
Yosemite,Myriophyllum aquaticum,Vascular Plant,Parrot-Feather,Least concern,99
Yosemite,Myriophyllum quitense,Vascular Plant,Andean Water Milfoil,Least concern,162
Yosemite,Myriophyllum sibiricum,Vascular Plant,American Watermilfoil,Least concern,176
Yosemite,Myriophyllum spicatum,Vascular Plant,Spike Watermilfoil,Least concern,117
Yosemite,Myriophyllum verticillatum,Vascular Plant,Whorled Water-Milfoil,Least concern,151
Yosemite,Myurella sibirica,Nonvascular Plant,Siberian Myurella Moss,Least concern,133
Yosemite,Najas flexilis,Vascular Plant,Nodding Waternymph,Species of Concern,127
Yosemite,Najas guadalupensis,Vascular Plant,Southern Waternymph,Least concern,111
Yosemite,Najas minor,Vascular Plant,Brittle Waternymph,Least concern,146
Yosemite,Nandina domestica,Vascular Plant,Heavenly Bamboo,Least concern,179
Yosemite,Napaeozapus insignis,Mammal,Woodland Jumping Mouse,Least concern,120
Yosemite,Narcissus poeticus,Vascular Plant,Poet's Narcissus,Least concern,161
Yosemite,Narcissus pseudonarcissus,Vascular Plant,Commom Daffodil,Least concern,147
Yosemite,Narthecium californicum,Vascular Plant,California Bog Asphodel,Least concern,176
Yosemite,Nassella viridula,Vascular Plant,Green Needlegrass,Least concern,153
Yosemite,Nasturtium officinale,Vascular Plant,Watercress,Least concern,156
Yosemite,Navarretia divaricata ssp. divaricata,Vascular Plant,Divaricate Navarretia,Least concern,164
Yosemite,Navarretia divaricata ssp. vividior,Vascular Plant,Divaricate Navarretia,Least concern,143
Yosemite,Navarretia intertexta ssp. intertexta,Vascular Plant,Needleleaf Navarretia,Least concern,194
Yosemite,Navarretia viscidula,Vascular Plant,Sticky Pincushionplant,Least concern,143
Yosemite,Neckera complanata,Nonvascular Plant,Neckera Moss,Least concern,174
Yosemite,Neckera pennata,Nonvascular Plant,Neckera Moss,Least concern,132
Yosemite,Necturus maculosus maculosus,Amphibian,Mudpuppy,Least concern,165
Yosemite,Nemacladus capillaris,Vascular Plant,Common Threadplant,Least concern,180
Yosemite,Nemacladus interior,Vascular Plant,Sierra Threadplant,Least concern,181
Yosemite,Nemophila aphylla,Vascular Plant,Nemophila,Least concern,162
Yosemite,Nemophila breviflora,Vascular Plant,Baby Blueeyes,Least concern,151
Yosemite,Nemophila heterophylla,Vascular Plant,Small Baby Blue Eyes,Least concern,121
Yosemite,Nemophila maculata,Vascular Plant,Fivespot,Least concern,176
Yosemite,Nemophila menziesii var. menziesii,Vascular Plant,Baby Blue Eyes,Least concern,169
Yosemite,Nemophila parviflora var. austiniae,Vascular Plant,Groovelover,Least concern,151
Yosemite,Nemophila pedunculata,Vascular Plant,Littlefoot Blue-Eyes,Least concern,164
Yosemite,Nemophila spatulata,Vascular Plant,Sierra Baby Blue Eyes,Least concern,143
Yosemite,Neotamias amoenus,Mammal,Yellow Pine Chipmunk,Least concern,171
Yosemite,Neotamias minimus,Mammal,Least Chipmunk,Least concern,148
Yosemite,Neotamias umbrinus,Mammal,Uinta Chipmunk,Least concern,148
Yosemite,Neotoma cinerea,Mammal,Bushy-Tailed Woodrat,Least concern,149
Yosemite,Neotoma floridana,Mammal,Eastern Woodrat,Least concern,117
Yosemite,Neotoma macrotis,Mammal,Big-Eared Woodrat,Least concern,133
Yosemite,Neotoma macrotis streatori,Mammal,Big-Eared Woodrat,Least concern,123
Yosemite,Neotoma magister,Mammal,Allegheny Woodrat,Least concern,127
Yosemite,Neovison vison,Mammal,American Mink,Least concern,200
Yosemite,Nepeta cataria,Vascular Plant,Catnip,Least concern,387
Yosemite,Nerodia erythrogaster,Reptile,Plainbelly Water Snake,Least concern,105
Yosemite,Nerodia erythrogaster flavigaster,Reptile,Yellowbelly Water Snake,Least concern,136
Yosemite,Nerodia sipedon sipedon,Reptile,Northern Water Snake,Least concern,160
Yosemite,Nicandra physalodes,Vascular Plant,Apple Of Peru,Least concern,144
Yosemite,Nicotiana acuminata var. multiflora,Vascular Plant,Manyflower Tobacco,Least concern,160
Yosemite,Nicotiana attenuata,Vascular Plant,Coyote Tabacco,Least concern,171
Yosemite,Noccaea montana,Vascular Plant,Alpine Pennycress,Least concern,167
Yosemite,Nocomis micropogon,Fish,River Chub,Least concern,170
Yosemite,Nothocalais nigrescens,Vascular Plant,Meadow Prairie-Dandelion,Least concern,181
Yosemite,Nothocalais troximoides,Vascular Plant,False Agoseris,Least concern,170
Yosemite,Nothoscordum bivalve,Vascular Plant,Crowpoison,Least concern,156
Yosemite,Notophthalmus viridescens viridescens,Amphibian,Eastern Red-Spotted Newt,Least concern,154
Yosemite,Notothylas orbicularis,Nonvascular Plant,Round Notothylas,Least concern,123
Yosemite,Notropis atherinoides,Fish,Emerald Shiner,Least concern,162
Yosemite,Notropis baileyi,Fish,Rough Shiner,Least concern,199
Yosemite,Notropis leuciodus,Fish,Tennessee Shiner,Least concern,112
Yosemite,Notropis photogenis,Fish,Silver Shiner,Least concern,126
Yosemite,Notropis rubellus,Fish,Rosyface Shiner,Least concern,151
Yosemite,Notropis rubricroceus,Fish,Saffron Shiner,Least concern,163
Yosemite,Notropis spectrunculus,Fish,Mirror Shiner,Least concern,112
Yosemite,Notropis telescopus,Fish,Telescope Shiner,Least concern,160
Yosemite,Notropis volucellus,Fish,Mimic Shiner,Least concern,166
Yosemite,Noturus baileyi,Fish,Smoky Madtom,Endangered,31
Yosemite,Noturus flavipinnis,Fish,Yellowfin Madtom,Threatened,72
Yosemite,Noturus flavus,Fish,Stonecat,Least concern,165
Yosemite,Nucifraga columbiana,Bird,Clark's Nutcracker,Least concern,155
Yosemite,Numenius americanus,Bird,Long-Billed Curlew,Least concern,158
Yosemite,Nuphar lutea ssp. advena,Vascular Plant,Yellow Water-Lily,Least concern,159
Yosemite,Nuphar lutea ssp. polysepala,Vascular Plant,Rocky Mountain Cowlily,Least concern,171
Yosemite,Nuphar polysepala,Vascular Plant,Rocky Mountain Pond-Lily,Least concern,161
Yosemite,Nuttallanthus canadensis,Vascular Plant,Old-Field Toadflax,Least concern,158
Yosemite,Nyctanassa violacea,Bird,Yellow-Crowned Night-Heron,Least concern,148
Yosemite,Nycticeius humeralis,Mammal,Evening Bat,Least concern,149
Yosemite,Nycticorax nycticorax,Bird,Black-Crowned Night-Heron,Species of Concern,269
Yosemite,Nymphaea odorata,Vascular Plant,American Water-Lily,Least concern,137
Yosemite,Nyssa sylvatica,Vascular Plant,Black Gum,Least concern,158
Yosemite,Obolaria virginica,Vascular Plant,Pennywort,Least concern,144
Yosemite,Oceanodroma castro,Bird,Band-Rumped Storm-Petrel,Least concern,141
Yosemite,Ochotona princeps,Mammal,American Pika,Least concern,328
